"Скважина","НГДУ","ЦДНГ","ГУ","ЗУ","Категория","Состояние","Причина простоя","Способ эксплуатации","№ отвода","Qж, м³/сут","Обв, %","Qн, т/сут"
UZN_0799,НГДУ-4,ЦДНГ-6,ГУ-22,ЗУ-22б,Нефтяная,В работе,,ШГН,2.000000,45.0,95.0,2.0
UZN_0800,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0801,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107а,Нефтяная,В работе,,ШГН,8.000000,65.0,90.0,5.0
UZN_0802,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,25.0,80.0,4.0
UZN_0803,НГДУ-4,ЦДНГ-6,ГУ-23,ЗУ-23б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,5.0,90.0,0.0
UZN_0804,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0805,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0806,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107е,Нефтяная,В работе,,ШГН,7.000000,50.0,90.0,4.0
UZN_0807,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107д,Нефтяная,В работе,,ШГН,10.000000,15.0,50.0,6.0
UZN_0808,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107в,Нефтяная,В работе,,ШГН,9.000000,25.0,45.0,12.0
UZN_0810,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0811,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107д,Нефтяная,В работе,,ШГН,14.000000,20.0,45.0,9.0
UZN_0812,НГДУ-4,ЦДНГ-6,ГУ-23,ЗУ-23б,Нефтяная,В работе,,ШГН,13.000000,20.0,65.0,6.0
UZN_0813,НГДУ-4,ЦДНГ-6,ГУ-23,,Нефтяная,В работе,,ШГН,6.000000,55.0,85.0,7.0
UZN_0814,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107г,Нефтяная,В работе,,ШГН,12.000000,15.0,50.0,6.0
UZN_0815,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0816,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0817,НГДУ-3,ЦДНГ-13,ГУ-68,,Нефтяная,В простое,ОКРС,УЭЦН,10.000000,5.0,90.0,0.0
UZN_0818,НГДУ-4,ЦДНГ-6,ГУ-10,ЗУ-10в,Нефтяная,В работе,,ШГН,1.000000,45.0,90.0,4.0
UZN_0819,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,45.0,85.0,6.0
UZN_0820,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0821,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0822,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,2.000000,20.0,90.0,2.0
UZN_0823,НГДУ-3,ЦДНГ-13,ГУ-74,ЗУ-74а-1,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,50.0,92.0,3.0
UZN_0824,НГДУ-3,ЦДНГ-10,ГУ-16,ЗУ-16а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,5.000000,30.0,92.0,2.0
UZN_0825,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0826,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93г,Нефтяная,Ликвидированная,Технические причины,ШГН,8.000000,25.0,85.0,3.0
UZN_0827,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0828,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0829,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0830,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0831,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0832,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0833,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0834,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0835,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0836,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0837,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0838,НГДУ-1,,,,Нагнетательная,В простое,ОКРС,Отсутствует,,,,
UZN_0839,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0840,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0841,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_0842,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0843,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0844,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Контрольная,В простое,ПРС,ШГН,3.000000,5.0,50.0,2.0
UZN_0845,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0846,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,30.0,90.0,3.0
UZN_0847,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0848,НГДУ-3,ЦДНГ-13,ГУ-68,ЗУ-68б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,2.0,70.0,0.0
UZN_0849,НГДУ-3,ЦДНГ-10,ГУ-66,ЗУ-66в,Нефтяная,В работе,,ШГН,6.000000,60.0,90.0,5.0
UZN_0850,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0851,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102б,Нефтяная,В простое,ПРС,ШГН,10.000000,40.0,90.0,3.0
UZN_0852,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,2.0,80.0,0.0
UZN_0853,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Нефтяная,В работе,,ШГН,8.000000,20.0,85.0,3.0
UZN_0854,НГДУ-3,ЦДНГ-10,ГУ-16,,Нефтяная,В работе,,ШГН,14.000000,35.0,85.0,4.0
UZN_0855,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0856,НГДУ-3,ЦДНГ-10,ГУ-16,ЗУ-16а,Нефтяная,Бездействие,Дефект эксплуатационной колонны,ШГН,12.000000,15.0,95.0,1.0
UZN_0857,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,5.0,95.0,0.0
UZN_0858,НГДУ-3,ЦДНГ-1,ГУ-60,ЗУ-60а,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,6.000000,10.0,90.0,1.0
UZN_0859,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30г,Нефтяная,В работе,,ШГН,1.000000,30.0,70.0,8.0
UZN_0860,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0861,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0862,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102а,Нефтяная,В работе,,ШГН,9.000000,50.0,85.0,6.0
UZN_0863,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,35.0,90.0,3.0
UZN_0864,НГДУ-3,ЦДНГ-1,ГУ-62,ЗУ-62а-1,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0865,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0866,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102е,Нефтяная,В работе,,ШГН,10.000000,40.0,95.0,2.0
UZN_0867,НГДУ-3,ЦДНГ-1,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0868,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Нефтяная,В работе,,УЭЦН,4.000000,40.0,80.0,7.0
UZN_0869,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,5.0,60.0,2.0
UZN_0870,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0871,НГДУ-3,ЦДНГ-1,ГУ-8,ЗУ-8б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,25.0,90.0,2.0
UZN_0872,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102в,Нефтяная,В работе,,ШГН,2.000000,25.0,80.0,4.0
UZN_0873,НГДУ-4,ЦДНГ-4,ГУ-102,ЗУ-102г,Нефтяная,В работе,,ШГН,14.000000,50.0,95.0,2.0
UZN_0874,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,2.0,95.0,0.0
UZN_0875,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_0876,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30а,Нефтяная,В работе,,ШГН,4.000000,50.0,90.0,4.0
UZN_0877,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,80.0,99.0,1.0
